Id,OwnerUserId,CreationDate,ClosedDate,Score,Title,Body
52160,1111,2008-09-09T15:29:16Z,NA,6,VB6 Runtime Type Retrival,"<p>How can you obtain the Type (the name as a string is sufficient) of an Object in VB6 at runtime?</p>

<p>i.e. something like:</p>

<pre><code>If Typeof(foobar) = ""CommandButton"" Then ...
</code></pre>

<p><strong>/EDIT:</strong> to clarify, I need to check on Dynamically Typed objects. An example:</p>

<pre><code>Dim y As Object 

Set y = CreateObject(""SomeType"")

Debug.Print( &lt;The type name of&gt; y)
</code></pre>

<p>Where the output would be ""CommandButton""</p>
"
52290,4144,2008-09-09T16:28:27Z,2015-10-14T15:31:07Z,58,Templates of Technical and Functional Specs,"<p>So basically I am looking for good templates for writing both technical and functional specs on a project or work request.</p>

<p>What do you use? How deep do you get while writing the specs? Any additional general tips you could provide would be appreciated.</p>

<p>My company needs these badly. I work for a contractor and right now we do not use these documents at all. </p>

<p><strong>EDIT:</strong> I have read Joel's take about <a href=""http://www.joelonsoftware.com/articles/fog0000000036.html"">Painless Specification</a>, I really liked it, but are there any other opinions :) </p>
"
52360,2141,2008-09-09T17:10:12Z,NA,13,How can you determine what version(s) of .NET are running on a system?,"<p>What are the different ways (programmatically and otherwise) to determine what versions of .NET are running on a system?</p>
"
52400,2820,2008-09-09T17:22:31Z,NA,3,Patterns for the overlap of two objects,"<p>I'm sure this has already been asked and answered so I apologize in advance for that but I'm not figuring out the correct keywords to search for.  Searching for ""Pattern"" hits way too many Q &amp; A's to be useful.</p>

<p>I'm working on a regression testing app.  I'm displaying a form on the screen and according to which user is logged in to the app some of the fields should be read-only.  So I can abstract a field object and I can abstract a user object but what pattern should I be looking at to describe the intersection of these two concepts?  In other words how should I describe that for Field 1 and User A, the field should be read-only?  It seems like read-only (or not) should be a property of the Field class but as I said, it depends on which user is looking at the form.  I've considered a simple two-dimensional array (e. g. ReadOnly[Field,User] = True) but I want to make sure I've picked the most effective structure to represent this.    </p>

<p>Are there any software design patterns regarding this kind of data structure?  Am I overcomplicating things--would a two-dimensional array be the best way to go here?  As I said if this has been asked and answered, I do apologize.  I did search here and didn't find anything and a Google search failed to turn up anything either. </p>
"
52430,5201,2008-09-09T17:33:28Z,NA,0,SQL Server best way to calculate datediff between current row and next row?,"<p>I've got the following rough structure:</p>

<pre><code>Object -&gt; Object Revisions -&gt; Data
</code></pre>

<p>The Data can be shared between several Objects.</p>

<p>What I'm trying to do is clean out old Object Revisions. I want to keep the first, active, and a spread of revisions so that the last change for a time period is kept. The Data might be changed a lot over the course of 2 days then left alone for months, so I want to keep the last revision before the changes started and the end change of the new set.</p>

<p>I'm currently using a cursor and temp table to hold the IDs and date between changes so I can select out the low hanging fruit to get rid of. This means using @LastID, @LastDate, updates and inserts to the temp table, etc... </p>

<p>Is there an easier/better way to calculate the date difference between the current row and the next row in my initial result set without using a cursor and temp table? </p>

<p>I'm on sql server 2000, but would be interested in any new features of 2005, 2008 that could help with this as well.</p>
"
52460,829,2008-09-09T17:51:36Z,NA,1,How do I find and decouple entities from a certificate when upgrading MS-SQLServer editions?,"<p>While in the final throws of upgrading MS-SQL Server 2005 Express Edition to MS-SQL Server 2005 Enterprise Edition, I came across this error:</p>

<blockquote>
  <p>The certificate cannot be dropped because one or more entities are either signed or encrypted using it. To continue, correct the problem...</p>
</blockquote>

<p>So, <strong>how do I find and decouple the entities signed/encrypted using this certificate so I can delete the certificate and proceed with the upgrade?</strong></p>

<p>I'm also kind of expecting/assuming that the upgrade setup will provide a new certificate and re-couple those former entities with it or I'll have to forcibly do so after the setup.</p>
"
52520,572,2008-09-09T18:21:12Z,2014-02-11T18:11:09Z,2,Are off-the-cloud desktop applications dead?,"<p>Although somewhat related to <a href=""http://stackoverflow.com/questions/4409/is-the-desktop-app-dead"" rel=""nofollow"">this question</a>, I have what I think is a different take on it.</p>

<p>Is a desktop app that has no connections to the ""cloud"" dead? I believe that some things are going to continue to be on the machine (operating systems obviously, browsers, some light-weight applications), but more and more things are moving to network-based applications (see Google Docs for office suites, GMail and other web-email clients for email, flickr for photo management, and more).</p>

<p>So other than the lightweight applications, is there anything that, in 5 to 10 years, will continue to be (either out of necessity or just demand) remain on the desktop and off the cloud?</p>
"
52550,2064,2008-09-09T18:34:09Z,NA,75,"What does the comma operator , do in C?","<p>What does the <code>,</code> operator do in C?</p>
"
52600,3619,2008-09-09T18:52:52Z,NA,7,What does the PDB get me while debugging and how do I know it's working?,"<p>I have to use a third-party component without source code. I have the release DLL and release PDB file. Let's call it 'CorporateComponent.dll'. My own code creates objects from this DLL and calls methods on these objects.</p>

<pre><code>CorpObject o = new CorpObject();
Int32 result = o.DoSomethingLousy();
</code></pre>

<p>While debugging, the method 'DoSomethingLousy' throws an exception. What does the PDB file do for me? If it does something nice, how can I be sure I'm making use of it?</p>
"
52730,2047,2008-09-09T19:45:03Z,NA,1,Perform token replacements using VS post-build event command?,"<p>I would like to ""post-process"" my app.config file and perform some token replacements after the project builds.</p>

<p>Is there an <em>easy</em> way to do this using a <a href=""http://msdn.microsoft.com/en-us/library/42x5kfw4(VS.80).aspx"" rel=""nofollow"">VS post-build event</a> command?</p>

<p><em>(Yeah I know I could probably use NAnt or something, looking for something simple.)</em></p>
"
52830,4903,2008-09-09T20:29:15Z,NA,1,Inform potential clients about security vulnerabilities?,"<p>We have a lot of open discussions with potential clients, and they ask frequently about our level of technical expertise, including the scope of work for our current projects. The first thing I do in order to gauge the level of expertise on staff they have now or have previously used is to check for security vulnerabilities like XSS and SQL injection. I have yet to find a potential client who is vulnerable, but I started to wonder, would they actually think this investigation was helpful, or would they think, ""um, these guys will trash our site if we don't do business with them."" Non-technical folks get scared pretty easily by this stuff, so I'm wondering is this a show of good faith, or a poor business practice?</p>
"
52880,383,2008-09-09T20:53:57Z,NA,26,Google Reader API Unread Count,"<p>Does Google Reader have an API and if so, how can I get the count of the number of unread posts for a specific user knowing their username and password?</p>
"
52950,3146,2008-09-09T21:24:53Z,NA,54,How to make git ignore changes in case?,"<p>I'm not too sure what is going on here, but sometimes a particular file in my repository will change the case of it's name. e.g.,:</p>

<p>before: <code>File.h</code></p>

<p>after: <code>file.h</code></p>

<p>I don't really care why this is happening, but this causes git to think it is a new file, and then I have to go and change the file name back. Can you just make git ignore case changes?</p>

<p><strong>[edit]</strong>
I suspect it is Visual Studio doing something weird with that particular file, because it seems to happen most often when I open and save it after changes. I don't have any way to fix bugs in VS however, but git should be a bit more capable I hope.</p>
"
53070,2701,2008-09-09T22:44:05Z,2013-12-22T20:03:02Z,8,Examples for coding against the PayPal API in .NET 2.0+?,"<p>Can anyone point me to a good introduction to coding against the paypal API?</p>
"
53220,2975,2008-09-10T00:29:07Z,NA,4,Is there an ASP.NET pagination control (Not MVC)?,"<p>I've got a search results page that basically consists of a repeater with content in it.  What I need is a way to paginate the results.  Getting paginated results isn't the problem, what I'm after is a web control that will display a list of the available paged data, preferably by providing the number of results and a page size</p>
"
53260,797,2008-09-10T01:08:20Z,NA,4,Retaining HTTP POST data when a request is interrupted by a login page,"<p>Say a user is browsing a website, and then performs some action which changes the database (let's say they add a comment). When the request to actually add the comment comes in, however, we find we need to force them to login before they can continue.</p>

<p>Assume the login page asks for a username and password, and redirects the user back to the URL they were going to when the login was required. That redirect works find for a URL with only GET parameters, but if the request originally contained some HTTP POST data, that is now lost.</p>

<p>Can anyone recommend a way to handle this scenario when HTTP POST data is involved?</p>

<p>Obviously, if necessary, the login page could dynamically generate a form with all the POST parameters to pass them along (though that seems messy), but even then, I don't know of any way for the login page to redirect the user on to their intended page while keeping the POST data in the request.</p>

<p><hr /></p>

<p><strong>Edit</strong> : One extra constraint I should have made clear - Imagine we don't know if a login will be required until the user submits their comment. For example, their cookie might have expired between when they loaded the form and actually submitted the comment.</p>
"
53290,117,2008-09-10T01:36:21Z,NA,2,How could I get my SVN-only host to pull from a git repository?,"<p>I'd really like to get our host to pull from our Git repository instead of uploading files manually, but it doesn't have Git installed.</p>

<p>So is there a way to trick Subversion (which they do have) into checking out a Git repository?</p>

<p>I think I already know the answer, namely bug my host to add Git and live with it until they do, but I thought I would ask anyway.</p>
"
53370,361,2008-09-10T03:28:04Z,NA,2,Where are people getting that rotaty loading image?,"<p>I keep running across this loading image</p>

<p><a href=""http://georgia.ubuntuforums.com/images/misc/lightbox_progress.gif"" rel=""nofollow"">http://georgia.ubuntuforums.com/images/misc/lightbox_progress.gif</a></p>

<p>which seems to have entered into existence in the last 18 months.  All of a sudden it is in every application and is on every web site.  Not wanting to be left out is there somewhere I can get this logo, perhaps with a transparent background?  Also where did it come from?  </p>
"
53450,4239,2008-09-10T05:07:25Z,NA,3,"When building a Handler, should it be .ashx or .axd?","<p>Say I'm building an ASP.Net class that inherits from IHttpHandler, should I wire this up to a URL ending in .ashx, or should I use the .axd extension? </p>

<p>Does it matter as long as there's no naming conflict?</p>
"
53480,5369,2008-09-10T05:37:30Z,NA,21,Fuzzy text (sentences/titles) matching in C#,"<p>Hey, I'm using <a href=""http://en.wikipedia.org/wiki/Levenshtein_distance"">Levenshteins</a> algorithm to get distance between source and target string.</p>

<p>also I have method which returns value from 0 to 1:</p>

<pre><code>/// &lt;summary&gt;
/// Gets the similarity between two strings.
/// All relation scores are in the [0, 1] range, 
/// which means that if the score gets a maximum value (equal to 1) 
/// then the two string are absolutely similar
/// &lt;/summary&gt;
/// &lt;param name=""string1""&gt;The string1.&lt;/param&gt;
/// &lt;param name=""string2""&gt;The string2.&lt;/param&gt;
/// &lt;returns&gt;&lt;/returns&gt;
public static float CalculateSimilarity(String s1, String s2)
{
    if ((s1 == null) || (s2 == null)) return 0.0f;

    float dis = LevenshteinDistance.Compute(s1, s2);
    float maxLen = s1.Length;
    if (maxLen &lt; s2.Length)
        maxLen = s2.Length;
    if (maxLen == 0.0F)
        return 1.0F;
    else return 1.0F - dis / maxLen;
}
</code></pre>

<p>but this for me is not enough. Because I need more complex way to match two sentences.</p>

<p>For example I want automatically tag some music, I have original song names, and i have songs with trash, like <em>super, quality,</em> years like <em>2007, 2008,</em> etc..etc.. also some files have just <a href=""http://trash..thash..song_name_mp3.mp3"">http://trash..thash..song_name_mp3.mp3</a>, other are normal. I want to create an algorithm which will work just more perfect than mine now.. Maybe anyone can help me?</p>

<p>here is my current algo:</p>

<pre><code>/// &lt;summary&gt;
/// if we need to ignore this target.
/// &lt;/summary&gt;
/// &lt;param name=""targetString""&gt;The target string.&lt;/param&gt;
/// &lt;returns&gt;&lt;/returns&gt;
private bool doIgnore(String targetString)
{
    if ((targetString != null) &amp;&amp; (targetString != String.Empty))
    {
        for (int i = 0; i &lt; ignoreWordsList.Length; ++i)
        {
            //* if we found ignore word or target string matching some some special cases like years (Regex).
            if (targetString == ignoreWordsList[i] || (isMatchInSpecialCases(targetString))) return true;
        }
    }

   return false;
}

/// &lt;summary&gt;
/// Removes the duplicates.
/// &lt;/summary&gt;
/// &lt;param name=""list""&gt;The list.&lt;/param&gt;
private void removeDuplicates(List&lt;String&gt; list)
{
    if ((list != null) &amp;&amp; (list.Count &gt; 0))
    {
        for (int i = 0; i &lt; list.Count - 1; ++i)
        {
            if (list[i] == list[i + 1])
            {
                list.RemoveAt(i);
                --i;
            }
        }
    }
}

/// &lt;summary&gt;
/// Does the fuzzy match.
/// &lt;/summary&gt;
/// &lt;param name=""targetTitle""&gt;The target title.&lt;/param&gt;
/// &lt;returns&gt;&lt;/returns&gt;
private TitleMatchResult doFuzzyMatch(String targetTitle)
{
    TitleMatchResult matchResult = null;

   if (targetTitle != null &amp;&amp; targetTitle != String.Empty)
   {
       try
       {
           //* change target title (string) to lower case.
           targetTitle = targetTitle.ToLower();

           //* scores, we will select higher score at the end.
           Dictionary&lt;Title, float&gt; scores = new Dictionary&lt;Title, float&gt;();

           //* do split special chars: '-', ' ', '.', ',', '?', '/', ':', ';', '%', '(', ')', '#', '\""', '\'', '!', '|', '^', '*', '[', ']', '{', '}', '=', '!', '+', '_'
           List&lt;String&gt; targetKeywords = new List&lt;string&gt;(targetTitle.Split(ignoreCharsList, StringSplitOptions.RemoveEmptyEntries));

          //* remove all trash from keywords, like super, quality, etc..
           targetKeywords.RemoveAll(delegate(String x) { return doIgnore(x); });
          //* sort keywords.
          targetKeywords.Sort();
        //* remove some duplicates.
        removeDuplicates(targetKeywords);

        //* go through all original titles.
        foreach (Title sourceTitle in titles)
        {
            float tempScore = 0f;
            //* split orig. title to keywords list.
            List&lt;String&gt; sourceKeywords = new List&lt;string&gt;(sourceTitle.Name.Split(ignoreCharsList, StringSplitOptions.RemoveEmptyEntries));
            sourceKeywords.Sort();
            removeDuplicates(sourceKeywords);

            //* go through all source ttl keywords.
            foreach (String keyw1 in sourceKeywords)
            {
                float max = float.MinValue;
                foreach (String keyw2 in targetKeywords)
                {
                    float currentScore = StringMatching.StringMatching.CalculateSimilarity(keyw1.ToLower(), keyw2);
                    if (currentScore &gt; max)
                    {
                        max = currentScore;
                    }
                }
                tempScore += max;
            }

            //* calculate average score.
            float averageScore = (tempScore / Math.Max(targetKeywords.Count, sourceKeywords.Count)); 

            //* if average score is bigger than minimal score and target title is not in this source title ignore list.
            if (averageScore &gt;= minimalScore &amp;&amp; !sourceTitle.doIgnore(targetTitle))
            {
                //* add score.
                scores.Add(sourceTitle, averageScore);
            }
        }

        //* choose biggest score.
        float maxi = float.MinValue;
        foreach (KeyValuePair&lt;Title, float&gt; kvp in scores)
        {
            if (kvp.Value &gt; maxi)
            {
                maxi = kvp.Value;
                matchResult = new TitleMatchResult(maxi, kvp.Key, MatchTechnique.FuzzyLogic);
            }
        }
    }
    catch { }
}
//* return result.
return matchResult;
}
</code></pre>

<p>This works normally but just in some cases, a lot of titles which should match, does not match... I think I need some kind of formula to play with weights and etc, but i can't think of one.. </p>

<p>Ideas? Suggestions? Algos?</p>

<p>by the way I already know this topic (My colleague already posted it but we cannot come with a proper solution for this problem.): 
<a href=""http://stackoverflow.com/questions/49263/approximate-string-matching-algorithms"">http://stackoverflow.com/questions/49263/approximate-string-matching-algorithms</a></p>
"
53610,NA,2008-09-10T08:21:16Z,NA,1,How to properly link your a custom css file in sharepoint,"<p>I've created a custom list, and made some changes to the way the CQWP renders it on a page by modifying ItemStyle.xsl. However, I'd like to use some custom css classes and therefore I'd like to link to my own custom .css file from the head tag of the pages containing this CQWP.</p>

<p>So my question is, where to do put my .css file and how do I link it properly to a page containing the CQWPs. Please have in mind that I'm making a solution that should be deployed on multi sharepoint installations.</p>

<p>Thanks.</p>
"
53670,3205,2008-09-10T09:10:59Z,2012-11-02T09:17:34Z,3,How to efficiently SQL select newest entries from a MySQL database?,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/49404/sql-query-to-get-latest-price"">SQL Query to get latest price</a>  </p>
</blockquote>



<p>I have a database containing stock price history. I want to select most recent prices for every stock that is listed. I know PostreSQL has a <a href=""http://stackoverflow.com/questions/25224/joining-latest-of-various-usermetadata-tags-to-user-rows#27159"">DISTINCT ON</a> statement that would suit ideally here.</p>

<p>Table columns are <code>name</code>, <code>closingPrice</code> and <code>date</code>; <code>name</code> and <code>date</code> together form a unique index.</p>

<p>The <em>easiest</em> (and very uneffective) way is</p>

<pre><code>SELECT * FROM stockPrices s
WHERE s.date =
(SELECT MAX(date) FROM stockPrices si WHERE si.name = s.name);
</code></pre>

<p>Much better approach I found is</p>

<pre><code>SELECT *
FROM stockPrices s JOIN (
  SELECT name, MAX(date) AS date
  FROM stockPrices si
  GROUP BY name
) lastEntry ON s.name = lastEntry.name AND s.date = lastEntry.date;
</code></pre>

<p>What would be an efficient way to do this? What indexes should I create?</p>

<blockquote>
  <p>duplicate of:<br>
  <a href=""http://stackoverflow.com/questions/49404/sql-query-to-get-latest-price"">SQL Query to get latest price</a></p>
</blockquote>
"
53820,2965,2008-09-10T11:47:55Z,NA,3,Why does windows XP minimize my swing full screen window on my second screen?,"<p>In the application I'm developping (in Java/swing), I have to show a full screen window on the <em>second</em> screen of the user.
I did this using a code similar to the one you'll find below...
Be, as soon as I click in a window opened by windows explorer, or as soon as I open windows explorer (i'm using windows XP), the full screen window is minimized...</p>

<p>Do you know any way or workaround to fix this problem, or is there something important I did not understand with full screen windows?</p>

<p>Thanks for the help,</p>

<pre><code>import javax.swing.JFrame;
import javax.swing.JPanel;
import javax.swing.JWindow;

import java.awt.BorderLayout;
import java.awt.Dimension;
import java.awt.GraphicsDevice;
import java.awt.GraphicsEnvironment;
import java.awt.Window;

import javax.swing.JButton;
import javax.swing.JToggleButton;
import java.awt.Rectangle;
import java.awt.GridBagLayout;
import javax.swing.JLabel;

public class FullScreenTest {

    private JFrame jFrame = null;  //  @jve:decl-index=0:visual-constraint=""94,35""
    private JPanel jContentPane = null;
    private JToggleButton jToggleButton = null;
    private JPanel jFSPanel = null;  //  @jve:decl-index=0:visual-constraint=""392,37""
    private JLabel jLabel = null;
    private Window window;
    /**
     * This method initializes jFrame	
     * 	
     * @return javax.swing.JFrame	
     */
    private JFrame getJFrame() {
    	if (jFrame == null) {
    		jFrame = new JFrame();
    		jFrame.setSize(new Dimension(474, 105));
    		jFrame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
    		jFrame.setContentPane(getJContentPane());
    	}
    	return jFrame;
    }

    /**
     * This method initializes jContentPane	
     * 	
     * @return javax.swing.JPanel	
     */
    private JPanel getJContentPane() {
    	if (jContentPane == null) {
    		jContentPane = new JPanel();
    		jContentPane.setLayout(null);
    		jContentPane.add(getJToggleButton(), null);
    	}
    	return jContentPane;
    }

    /**
     * This method initializes jToggleButton	
     * 	
     * @return javax.swing.JToggleButton	
     */
    private JToggleButton getJToggleButton() {
    	if (jToggleButton == null) {
    		jToggleButton = new JToggleButton();
    		jToggleButton.setBounds(new Rectangle(50, 23, 360, 28));
    		jToggleButton.setText(""Show Full Screen Window on 2nd screen"");
    		jToggleButton.addActionListener(new java.awt.event.ActionListener() {
    			public void actionPerformed(java.awt.event.ActionEvent e) {
    				showFullScreenWindow(jToggleButton.isSelected());
    			}
    		});
    	}
    	return jToggleButton;
    }

    protected void showFullScreenWindow(boolean b) {
    	if(window==null){
    		window = initFullScreenWindow();
    	}
    	window.setVisible(b);

    }

    private Window initFullScreenWindow() {
    	GraphicsEnvironment ge = GraphicsEnvironment.getLocalGraphicsEnvironment();
    	GraphicsDevice[] gds = ge.getScreenDevices();
    	GraphicsDevice gd = gds[1];
    	JWindow window = new JWindow(gd.getDefaultConfiguration());
    	window.setContentPane(getJFSPanel());
    	gd.setFullScreenWindow(window);
    	return window;
    }

    /**
     * This method initializes jFSPanel	
     * 	
     * @return javax.swing.JPanel	
     */
    private JPanel getJFSPanel() {
    	if (jFSPanel == null) {
    		jLabel = new JLabel();
    		jLabel.setBounds(new Rectangle(18, 19, 500, 66));
    		jLabel.setText(""Hello ! Now, juste open windows explorer and see what happens..."");
    		jFSPanel = new JPanel();
    		jFSPanel.setLayout(null);
    		jFSPanel.setSize(new Dimension(500, 107));
    		jFSPanel.add(jLabel, null);
    	}
    	return jFSPanel;
    }

    /**
     * @param args
     */
    public static void main(String[] args) {
    	FullScreenTest me = new FullScreenTest();
    	me.getJFrame().setVisible(true);

    }

}
</code></pre>
"
54010,NA,2008-09-10T13:15:29Z,NA,13,Returning an element from a List in Scala,"<p>I've recently been working on a beginner's project in Scala, and have a beginner question about Scala's Lists.</p>

<p>Say I have a list of tuples ( <code>List[Tuple2[String, String]]</code>, for example). Is there a convenience method to return the first occurence of a specified tuple from the List, or is it necessary to iterate through the list by hand?</p>
"
54050,1768,2008-09-10T13:38:23Z,NA,8,How do you get the logged in Windows domain account from an ASP.NET application?,"<p>We have an ASP.NET application that manages it's own User, Roles and Permission database and we have recently added a field to the User table to hold the Windows domain account.  </p>

<p>I would like to make it so that the user doesn't have to  <strong>physically</strong> log in to our application, but rather would be automatically logged in based on the currently logged in Windows domain account DOMAIN\username.  We want to authenticate the Windows domain account against our own User table.  </p>

<p>This is a piece of cake to do in Windows Forms, is it possible to do this in Web Forms?</p>

<p>I don't want the user to be prompted with a Windows challenge screen,  I want our system to handle the log in.</p>

<p><strong>Clarification</strong>: We are using our own custom Principal object.</p>

<p><strong>Clarification</strong>: Not sure if it makes a difference or not, but we are using IIS7.</p>
"
54200,2208,2008-09-10T14:31:04Z,NA,13,Encrypting appSettings in web.config,"<p>I am developing a web app which requires a username and password to be stored in the web.Config, it also refers to some URLs which will be requested by the web app itself and never the client.</p>

<p>I know the .Net framework will not allow a web.config file to be served, however I still think its bad practice to leave this sort of information in plain text.  </p>

<p>Everything I have read so far requires me to use a command line switch or to store values in the registry of the server.  I have access to neither of these as the host is online and I have only FTP and Control Panel (helm) access.</p>

<p>Can anyone recommend any good, free encryption DLL's or methods which I can use?  I'd rather not develop my own!</p>

<p>Thanks for the feedback so far guys but I am not able to issue commands and and not able to edit the registry.  Its going to have to be an encryption util/helper but just wondering which one!</p>
"
54230,5564,2008-09-10T14:39:38Z,NA,19,CakePHP ACL Database Setup: ARO / ACO structure?,"<p>I'm struggling to implement ACL in CakePHP.  After reading the documentation in the <a href=""http://manual.cakephp.org/view/171/Access-Control-Lists"">cake manual</a> as well as several other tutorials, blog posts etc, I found Aran Johnson's excellent tutorial which has helped fill in many of the gaps.  His examples seem to conflict with others I've seen though in a few places - specifically in the ARO tree structure he uses.</p>

<p>In his <a href=""http://aranworld.com/article/169/acl-and-auth-tutorial-database-setup"">examples</a> his user groups are set up as a cascading tree, with the most general user type being at the top of the tree, and its children branching off for each more restricted access type.  Elsewhere I've usually seen each user type as a child of the same generic user type.  </p>

<p>How do you set up your AROs and ACOs in CakePHP?  Any and all tips appreciated!</p>
"
54380,5431,2008-09-10T15:21:15Z,NA,14,Problem rolling out ADO.Net Data Service application to IIS,"<p>I am adding a ADO.Net Data Service lookup feature to an existing web page.  Everything works great when running from visual studio, but when I roll it out to IIS, I get the following error:</p>

<blockquote>
  <p><strong>Request Error</strong><br>The server encountered an error processing the request. See server logs for more details.</p>
</blockquote>

<p>I get this even when trying to display the default page, i.e.:</p>

<blockquote>
  <p><a href=""http://server/FFLookup.svc"">http://server/FFLookup.svc</a></p>
</blockquote>

<p>I have 3.5 SP1 installed on the server.</p>

<p>What am I missing, and which ""Server Logs"" is it refering to?  I can't find any further error messages.</p>

<p>There is nothing in the Event Viewer logs (System or Application), and nothing in the IIS logs other than the GET:</p>

<blockquote>
  <p>2008-09-10 15:20:19 10.7.131.71 GET /FFLookup.svc - 8082 - 10.7.131.86 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/525.13+(KHTML,+like+Gecko)+Chrome/0.2.149.29+Safari/525.13 401 2 2148074254</p>
</blockquote>

<p>There is no stack trace returned.  The only response I get is the ""Request Error"" as noted above.</p>

<p>Thanks</p>

<p>Patrick</p>
"
54440,3797,2008-09-10T15:37:24Z,NA,0,Adding Items Using DataBinding from TreeView to ListBox WPF,"<p>I want to add the selected item from the <code>TreeView</code> to the <code>ListBox</code> control using <code>DataBinding</code> (If it can work with <code>DataBinding</code>). </p>

<pre><code>&lt;TreeView HorizontalAlignment=""Left"" 
          Margin=""30,32,0,83"" 
          Name=""treeView1"" 
          Width=""133"" &gt;

&lt;/TreeView&gt;
&lt;ListBox VerticalAlignment=""Top"" 
         Margin=""208,36,93,0"" 
         Name=""listBox1"" 
         Height=""196"" &gt;       
&lt;/ListBox&gt;
</code></pre>

<p><code>TreeView</code> is populated from the code behind page with some dummy data. </p>
"
54500,145,2008-09-10T15:55:30Z,NA,52,Storing Images in PostgreSQL,"<p>Alright, so I'm working on an application which will use a Linux back-end running PostgreSQL to serve up images to a Windows box with the front end written in C#.NET, though the front-end should hardly matter.  My question is:</p>

<ul>
<li><strong>What is the best way to deal with storing images in Postgres?</strong></li>
</ul>

<p>The images are around 4-6 megapixels each, and we're storing upwards of 3000.  It might also be good to note: this is not a web application, there will at most be about two front-ends accessing the database at once.</p>
"
54760,4233,2008-09-10T17:20:03Z,NA,5,Unfiltering NSPasteboard,"<p>Is there a way to unfilter an NSPasteboard for what the source application specifically declared it would provide?</p>

<p>I'm attempting to serialize pasteboard data in my application.  When another application places an RTF file on a pasteboard and then I ask for the available types, I get eleven different flavors of said RTF, everything from the original RTF to plain strings to dyn.* values.  </p>

<p>Saving off all that data into a plist or raw data on disk isn't usually a problem as it's  pretty small, but when an image of any considerable size is placed on the pasteboard, the resulting output can be tens of times larger than the source data (with multiple flavors of TIFF and PICT data being made available via filtering).</p>

<p>I'd like to just be able to save off what the original app made available if possible.</p>

<hr>

<p>John, you are far more observant than myself or the gentleman I work with who's been doing Mac programming since dinosaurs roamed the earth.  Neither of us ever noticed the text you highlighted... and I've not a clue why.  Starting too long at the problem, apparently.</p>

<p>And while I accepted your answer as the correct answer, it doesn't exactly answer my original question.  What I was looking for was a way to identify flavors that can become  other flavors simply by placing them on the pasteboard <strong>AND</strong> to know which of these types were originally offered by the provider.  While walking the types list will get me the preferred order for the application that provided them, it won't tell me which ones I can safely ignore as they'll be recreated when I refill the pasteboard later.</p>

<p>I've come to the conclusion that there isn't a ""good"" way to do this.  <code>[NSPasteboard declaredTypesFromOwner]</code> would be fabulous, but it doesn't exist.</p>
"
54770,3465,2008-09-10T17:24:56Z,NA,1,"ClickOnce Deployment, system update required Microsoft.mshtml","<p>We have an application that works with MS Office and uses Microsoft.mshtml.dll. We use ClickOnce to deploy the application. The application deploys without issues on most machines, but sometimes we get errors saying ""System Update Required, Microsoft.mshtl.dll should be in the GAC"". </p>

<p>We tried installing the PIA for Office without luck. Since Microsoft.mshtml.dll is a system dependent file we cannot include it in the package and re-distribute it. What would be the best way to deploy the application?</p>
"
54790,3798,2008-09-10T17:36:00Z,NA,51,Is it possible to build MSBuild files (visual studio sln) from the command line in Mono?,"<p>Is it possible to build Visual Studio solutions without having to fire up MonoDevelop?</p>
"
54980,NA,2008-09-10T18:41:19Z,NA,4,How do prepared statements work?,"<p>I'm writing some DB routines and I'm using prepared statements.  My environment is PDO with PHP5.</p>

<p>I understand prepared statements primarily provide a performance benefit, as well as some auxiliary bonuses such as not having to manually SQL-escape input data.</p>

<p>My question is about the performance part.</p>

<p>I have two implementations of a getPrice function below that takes a product id and returns its price.</p>

<p>getPrice_A reuses the same PDOStatement object across subsequent calls within the same script execution.  Is this necessary or recommended?  If so, is there any way to avoid duplicating this extra code across every single get*() in every single model?</p>

<p>getPrice_B creates a new PDOStatement object on every call.  Will the DBMS recognize this statement has already been prepared and still be able to skip some work?  In other words, does this implementation properly take advantage of the performance benefits of prepared statements?</p>

<p>Having written all this out and read it over, I imagine getPrice_B is fine and getPrice_A is providing a negligible benefit on top of that, which may or may not be worth the extra complication.</p>

<p>I'd still like to hear for sure from someone more knowledgable though.</p>

<p>Assume that <code>$pdo</code> is a valid, connected PDO object in the examples below.</p>

<pre><code>&lt;?php
class Product {
    static function &amp;getPrice_A($id) {
        static $stmt;
        if (!$stmt) {
            $stmt = $pdo-&gt;prepare('SELECT price FROM products WHERE id = ?');
        }
        $stmt-&gt;execute(array($id));
        return $stmt-&gt;fetchColumn(0);
    }

    static function &amp;getPrice_B($id) {
        $stmt = $pdo-&gt;prepare('SELECT price FROM products WHERE id = ?');
        $stmt-&gt;execute(array($id));
        return $stmt-&gt;fetchColumn(0);
    }
}

// example usage:
$price = Product::getPrice(4982);
echo ""Product 4982 costs $price\n"";
</code></pre>
"
55010,4061,2008-09-10T18:50:47Z,NA,3,What's a clean/simple way to ensure the security of a page?,"<p>Supposing you have a form that collects and submits sensitive information and you want to ensure it is never accessed via insecure (non-HTTPS) means, how might you best go about enforcing that policy?</p>
"
